,Identifier (RIC),Company Name,Country of Exchange,GICS Industry Name,GICS Sub-Industry Name,Exchange Name,Instrument Type,Ticker Symbol,EPS FY1 2020-11-30,EPS FY1 2020-08-31,EPS FY1 2020-05-31,EPS FY1 2020-02-29,EPS FY1 2019-11-30,EPS FY1 2019-08-31,EPS FY1 2019-05-31,EPS FY1 2019-02-28,EPS FY1 2018-11-30,EPS FY1 2018-08-31,EPS FY1 2018-05-31,EPS FY1 2018-02-28,EPS FY1 2017-11-30,EPS FY1 2017-08-31,EPS FY1 2017-05-31,EPS FY2 2020-11-30,EPS FY2 2020-08-31,EPS FY2 2020-05-31,EPS FY2 2020-02-29,EPS FY2 2019-11-30,EPS FY2 2019-08-31,EPS FY2 2019-05-31,EPS FY2 2019-02-28,EPS FY2 2018-11-30,EPS FY2 2018-08-31,EPS FY2 2018-05-31,EPS FY2 2018-02-28,EPS FY2 2017-11-30,EPS FY2 2017-08-31,EPS FY2 2017-05-31,Revenue FY1 2020-11-30,Revenue FY1 2020-08-31,Revenue FY1 2020-05-31,Revenue FY1 2020-02-29,Revenue FY1 2019-11-30,Revenue FY1 2019-08-31,Revenue FY1 2019-05-31,Revenue FY1 2019-02-28,Revenue FY1 2018-11-30,Revenue FY1 2018-08-31,Revenue FY1 2018-05-31,Revenue FY1 2018-02-28,Revenue FY1 2017-11-30,Revenue FY1 2017-08-31,Revenue FY1 2017-05-31,Revenue FY2 2020-11-30,Revenue FY2 2020-08-31,Revenue FY2 2020-05-31,Revenue FY2 2020-02-29,Revenue FY2 2019-11-30,Revenue FY2 2019-08-31,Revenue FY2 2019-05-31,Revenue FY2 2019-02-28,Revenue FY2 2018-11-30,Revenue FY2 2018-08-31,Revenue FY2 2018-05-31,Revenue FY2 2018-02-28,Revenue FY2 2017-11-30,Revenue FY2 2017-08-31,Revenue FY2 2017-05-31
NBTB,NBTB.OQ,NBT Bancorp Inc,United States of America,Banks,Regional Banks,NASDAQ/NGS (GLOBAL SELECT MARKET),Ordinary Shares,NBTB,1.9684,1.7625,2.205,2.70667,2.6625,2.64,2.614,2.5396,2.5242,2.4628,2.436,1.974,1.946,1.94,1.896,2.3096,2.136,2.2775,2.5625,2.575,2.678,2.668,2.6168,2.6254,2.5834,2.558,2.202,2.162,2.156,2.114,462181200,460760000,450950000,450970000,449785500,451558800,452782000,436402400,437246800,434757400,426628500,402461750,400536000,400112500,396468750,463695800,460638000,460722500,452462500,457314000,465281600,467798800,454957800,458722200,456072000,446281000,421828250,420089250,419830750,413454750
NCBS,NCBS.OQ,Nicolet Bankshares Inc,United States of America,Banks,Regional Banks,NASDAQ CAPITAL MARKET,Ordinary Shares,NCBS,4.9075,4.0075,3.38,5.51,5.268,4.42,4.242,3.975,3.8325,3.684,3.50667,3.25,3.18,3.055,3.005,4.505,3.9725,3.75,4.785,4.856,4.6675,4.41,4.038,3.99333,3.8825,3.855,3.54333,3.79,3.85,3.71,127620750,125992000,133400000,116548500,113441600,111395200,110200600,106993750,106552500,107856600,106823000,99902670,98580500,91594500,89022500,123142250,122235500,144750000,127482000,125177200,118553250,114884750,111399800,113334670,113458250,112913000,105802670,102612000,101103000,99762000
NFBK,NFBK.OQ,Northfield Bancorp Inc,United States of America,Thrifts & Mortgage Finance,Thrifts & Mortgage Finance,NASDAQ/NGS (GLOBAL SELECT MARKET),Ordinary Shares,NFBK,0.67,0.615,0.7125,0.8375,0.7925,0.77,0.78,0.838,0.8612,0.8518,0.814,0.734,0.7375,0.71333,0.6375,0.84,0.8075,0.805,0.8045,0.76,0.8,0.818,0.81,0.8464,0.8568,0.842,0.714,0.688,0.6925,0.6625,126190250,127702750,119838750,112034250,110638500,112276800,114663000,111291400,112137200,112416400,115136600,108666200,110476800,112003330,113882750,133218500,135046500,128863000,120171000,116837750,117175400,119618600,114121200,116810000,116894200,120954200,113733400,115983000,118207330,119780250
NKSH,NKSH.OQ,National Bankshares Inc,United States of America,Banks,Regional Banks,NASDAQ CAPITAL MARKET,Ordinary Shares,NKSH,1.98,1.82,2.26,2.57,2.5,2.62,2.62,2.55,2.7,2.69,2.74,2.14,2.13,,2.14,2.09,2.09,2.25,2.53,2.43,2.66,2.73,2.63,2.82,2.8,2.89,2.63,2.48,,2.37,45600000,46800000,46500000,46800000,46600000,47700000,48300000,47900000,48700000,49200000,52400000,50600000,50800000,,46832000,45600000,47200000,46900000,47900000,47600000,49400000,50200000,50100000,51400000,51700000,55000000,51900000,52700000,,
NRIM,NRIM.OQ,Northrim BanCorp Inc,United States of America,Banks,Regional Banks,NASDAQ/NGS (GLOBAL SELECT MARKET),Ordinary Shares,NRIM,3.91,2.55,2.13,2.93,2.61,,2.83,2.95,2.85,2.47,2.18,2.36,2.51,2,2,1.7,1.6,2,2.1,2.25,,2.95,3.33,2.61,2.55,2.34,1.95,1.95,2.15,2.15,72800000,71400000,61700000,63900000,64200000,,66100000,61200000,60940000,59900000,59900000,57600000,57200000,56700000,56600000,59800000,62800000,62300000,62300000,64600000,,69300000,68500000,65600000,63400000,62800000,59200000,58500000,57400000,58200000
NWBI,NWBI.OQ,Northwest Bancshares Inc,United States of America,Thrifts & Mortgage Finance,Thrifts & Mortgage Finance,NASDAQ/NGS (GLOBAL SELECT MARKET),Ordinary Shares,NWBI,0.528,0.53833,0.798,1.078,1.0275,1.1,1.0725,1.0325,1.0175,1,1.0175,0.925,0.925,0.8675,0.93,0.78667,0.74333,0.874,1.04,1.0325,1.1075,1.0875,1.0875,1.08,1.07333,1.0575,0.92,0.9625,0.96,0.99,397387800,399804000,395936400,363292800,368814500,372507750,368199500,339116000,338553330,335987250,340358500,330880500,330161500,333787500,354273600,401056330,413850170,425398200,411561250,387218250,386650500,381197250,368248330,371168670,366106500,351478500,334866500,339777000,342544250,365133200
NWFL,NWFL.OQ,Norwood Financial Corp,United States of America,Banks,Regional Banks,NASDAQ/NMS (GLOBAL MARKET),Ordinary Shares,NWFL,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
NYCB,NYCB.N,New York Community Bancorp Inc,United States of America,Thrifts & Mortgage Finance,Thrifts & Mortgage Finance,"NEW YORK STOCK EXCHANGE, INC.",Ordinary Shares,NYCB,0.88688,0.81782,0.8462,0.76593,0.77781,0.77694,0.8115,0.79541,0.80777,0.813,0.86063,0.689,0.78571,0.81563,0.91733,1.03929,0.99653,0.96,0.85838,0.88381,0.84725,0.87888,0.79406,0.83218,0.84494,0.91625,0.78533,0.864,0.88938,0.986,1090156340,1085037550,1042472730,956257910,966650590,970630080,995176580,1030932830,1054368770,1072895850,1101449350,1146804080,1151874790,1180199640,1266584550,1243090090,1227501730,1125711000,1032052280,1042883080,1023191000,1039345920,984679690,1045807310,1104181860,1142463360,1123831320,1183202210,1226734940,1309224540
OBNK,OBNK.OQ,Origin Bancorp Inc,United States of America,Banks,Regional Banks,NASDAQ/NGS (GLOBAL SELECT MARKET),Ordinary Shares,OBNK,1.368,1.13,1.575,2.3098,2.2875,2.5,2.4625,2.155,2.125,2.0925,,,,,,1.612,1.25,1.782,2.448,2.4225,2.705,2.7325,2.4925,2.4325,2.405,,,,,,255306000,233264800,215828200,222923000,221354500,226473000,228097500,193999750,192152750,192381500,,,,,,235844400,228098800,222768000,234184600,233410000,243429750,247660250,226693750,217991250,215388000,,,,,
OCFC,OCFC.OQ,OceanFirst Financial Corp,United States of America,Banks,Regional Banks,NASDAQ/NGS (GLOBAL SELECT MARKET),Ordinary Shares,OCFC,1.603,1.65167,1.74143,2.0775,2.05571,2.18375,2.18111,2.011,2.04014,1.975,1.95183,1.698,1.54,1.64,1.6775,1.63925,1.72625,1.84525,2.07,2.11333,2.30375,2.30222,2.237,2.26713,2.28875,2.26343,1.8,1.84,1.9025,1.915,326168630,326978380,304043130,256655500,260002250,269077750,265653780,240300750,244773130,244889500,233635710,170183200,170288830,170941340,160186750,318295250,319977000,311298630,311575290,320063670,281920380,278894780,263679110,261690620,260997250,251729000,243078500,244029600,197498250,178897750
OFED,OFED.OQ,Oconee Federal Financial Corp,United States of America,Thrifts & Mortgage Finance,Thrifts & Mortgage Finance,NASDAQ CAPITAL MARKET,Ordinary Shares,OFED,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
OFG,OFG.N,OFG Bancorp,United States of America,Banks,Regional Banks,"NEW YORK STOCK EXCHANGE, INC.",Ordinary Shares,OFG,1.12333,0.89333,1.76667,1.34,1.80667,1.7425,1.69225,1.49,1.3755,1.11925,0.96,0.685,1.1225,1.09,1.065,1.74,1.56667,2.24,2.35,2.85,2.42,1.855,1.675,1.5115,1.277,1.2075,0.79667,1.135,1.125,1.125,416980000,453304000,453827670,327548670,326456670,332784750,349071250,313492500,309039000,296164330,288730500,297679750,293921750,314454750,291323500,410774670,458813000,465227330,458560000,472980000,448311500,363525500,328463250,317901250,300249500,293018500,292628500,291539500,314664250,291752750
ONB,ONB.OQ,Old National Bancorp,United States of America,Banks,Regional Banks,NASDAQ/NGS (GLOBAL SELECT MARKET),Ordinary Shares,ONB,1.1025,1.065,1.2175,1.43625,1.36933,1.3425,1.349,1.33429,1.32429,1.29857,1.26,1.05429,1.06375,1.057,1.06927,1.15375,1.16375,1.21143,1.35,1.37722,1.44556,1.468,1.444,1.494,1.46143,1.397,1.252,1.20875,1.121,1.13436,816338330,807302670,775601500,817490000,807697880,801372000,815284250,727713630,720128500,705939250,711119570,639244290,623250000,620672500,632395000,764241670,774897170,769309330,806245170,812307000,824256380,843214380,821757380,824904630,817509800,741098710,726284570,726583330,636943250,648227330
OPBK,OPBK.OQ,OP Bancorp,United States of America,Thrifts & Mortgage Finance,Thrifts & Mortgage Finance,NASDAQ/NMS (GLOBAL MARKET),Ordinary Shares,OPBK,0.76,0.755,0.695,0.9395,0.945,0.966,0.8725,0.885,0.91,0.9,,,,,,0.72,0.77,0.73,0.945,0.96,1.0565,0.98,0.88,0.95,1,,,,,,54014000,53700000,53700000,55224500,55498000,55745500,54500000,50250000,50900000,50850000,,,,,,57200000,58200000,56900000,58192000,60919000,61513500,59650000,54500000,56000000,57600000,,,,,
OPOF,OPOF.OQ,Old Point Financial Corp,United States of America,Banks,Regional Banks,NASDAQ CAPITAL MARKET,Ordinary Shares,OPOF,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ORRF,ORRF.OQ,Orrstown Financial Services Inc,United States of America,Banks,Regional Banks,NASDAQ CAPITAL MARKET,Ordinary Shares,ORRF,1.94667,1.5975,1.57,1.925,1.96667,1.95667,1.85,1.57,1.49,1.61,1.47667,1.34333,1.34,1.13,1.04333,1.52,1.38,1.675,1.94,2.135,2.2975,2.29333,2.03667,1.96333,1.9,1.72333,1.48,1.5,1.42333,1.36333,82697670,81277000,71153750,69362500,72191250,71757250,69162670,52196330,51574330,50483330,47621000,45834330,45633000,45320670,43453670,78838330,79472250,72415500,72464750,79475500,80901500,79776330,70568000,60961670,59742330,50863670,49304670,49567000,49219330,47820670
OSBC,OSBC.OQ,Old Second Bancorp Inc,United States of America,Banks,Regional Banks,NASDAQ/NGS (GLOBAL SELECT MARKET),Ordinary Shares,OSBC,0.758,0.55,0.908,1.2892,1.204,1.2425,1.265,1.1475,1.1125,1.13,1.045,0.80667,0.7325,0.70333,0.675,0.7806,0.7166,0.926,1.1638,1.202,1.3075,1.32,1.2575,1.2575,1.2325,1.2075,0.9425,0.8425,0.81333,0.77333,129800000,123000000,124225000,133472500,130555000,130790250,132710000,123693330,124380000,125270000,126083330,107876670,107620000,105490000,104415000,127050000,124975000,125075000,133478250,134775000,136997750,138100000,133126670,134500000,139416670,139900000,123555000,115100000,111645000,110685000
OVBC,OVBC.OQ,Ohio Valley Banc Corp,United States of America,Banks,Regional Banks,NASDAQ/NMS (GLOBAL MARKET),Ordinary Shares,OVBC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
OVLY,OVLY.OQ,Oak Valley Bancorp,United States of America,Banks,Regional Banks,NASDAQ CAPITAL MARKET,Ordinary Shares,OVLY,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
OZK,OZK.OQ,Bank Ozk,United States of America,Banks,Regional Banks,NASDAQ/NGS (GLOBAL SELECT MARKET),Ordinary Shares,OZK,1.6726,1.52433,2.5261,3.2858,3.3389,3.4758,3.47815,3.175,3.59775,3.68822,3.68636,2.957,2.97273,2.99909,3.07364,2.5304,2.2635,2.5164,2.9845,3.1455,3.5501,3.58223,3.30469,3.95331,4.28146,4.32433,3.492,3.50167,3.58,3.66273,969521000,943394630,930963380,989278250,1001357250,1027220780,1036650550,991208460,1020935180,1044047700,1051124270,954958670,956942220,951428630,958663880,993593000,947599380,943029000,973119250,1000873130,1077908440,1092528000,998361090,1116514090,1196411000,1207059360,1090460000,1106525330,1111629000,1099495250
PACW,PACW.OQ,PacWest Bancorp,United States of America,Banks,Regional Banks,NASDAQ/NGS (GLOBAL SELECT MARKET),Ordinary Shares,PACW,1.905,2.17422,2.79,3.7875,3.84583,3.79091,3.7575,3.70583,3.7275,3.68308,3.47354,2.99727,2.938,2.84,3.05636,2.8969,2.82473,2.89417,3.465,3.68223,3.89546,3.95167,3.78364,4.00618,3.97,3.86039,3.17083,3.35909,3.33909,3.37273,1145289860,1129278330,1053577090,1152266290,1160320110,1169367270,1189528550,1188357300,1196097360,1192941000,1189619000,1112806920,1122397750,1114431500,1123352200,1105800250,1102652780,1067394730,1130393640,1171583170,1206392000,1233906820,1290993360,1314488000,1269993460,1274435910,1184844090,1312127400,1292380700,1192365100
PB,PB.N,Prosperity Bancshares Inc,United States of America,Banks,Regional Banks,"NEW YORK STOCK EXCHANGE, INC.",Ordinary Shares,PB,5.38223,5.05292,4.773,4.78008,4.73083,4.77444,4.83133,4.5955,4.62188,4.6328,4.77544,3.94467,3.96375,4.05467,4.07122,4.89829,4.90362,4.91455,5.15758,5.18485,5.31285,5.0774,4.87875,4.98944,5.05263,5.11013,4.29,4.26765,4.38688,4.41533,1138150330,1144234100,1110327330,802087200,760350100,753788140,765810080,750302210,753945000,752541150,762000790,736156920,737872570,754895920,758394070,1095223580,1106655270,1100525220,1131991300,1145047000,1164771180,801066080,779494430,792600290,796802640,802404140,765830310,774858000,796482070,799011270
PBCT,PBCT.OQ,People's United Financial Inc,United States of America,Banks,Regional Banks,NASDAQ/NGS (GLOBAL SELECT MARKET),Ordinary Shares,PBCT,1.11633,1.076,1.19427,1.34409,1.3266,1.34444,1.41015,1.28573,1.28,1.28025,1.2825,0.94091,0.92818,0.947,0.95909,0.98514,1.05377,1.22273,1.38018,1.38456,1.46673,1.51631,1.43585,1.43909,1.40642,1.38667,1.15091,1.10273,1.08182,1.09546,2026587130,2064429130,1989535220,1841966130,1815512780,1803451100,1820030910,1622257820,1619267100,1611922180,1620719910,1479703600,1481965400,1459448600,1469323300,1955336090,2028542730,2026251440,2059406000,2046531860,1903403500,1922429550,1789615270,1785050900,1752025180,1720623270,1619312300,1613313300,1579611200,1578287800
PBFS,PBFS.OQ,Pioneer Bancorp Inc,United States of America,Thrifts & Mortgage Finance,Thrifts & Mortgage Finance,NASDAQ CAPITAL MARKET,Ordinary Shares,PBFS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
PBHC,PBHC.OQ,Pathfinder Bancorp Inc (MARYLAND),United States of America,Banks,Regional Banks,NASDAQ CAPITAL MARKET,Ordinary Shares,PBHC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
PBIP,PBIP.OQ,Prudential Bancorp Inc,United States of America,Thrifts & Mortgage Finance,Thrifts & Mortgage Finance,NASDAQ/NMS (GLOBAL MARKET),Ordinary Shares,PBIP,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
PCB,PCB.OQ,PCB Bancorp,United States of America,Banks,Regional Banks,NASDAQ/NGS (GLOBAL SELECT MARKET),Ordinary Shares,PCB,0.92,0.78667,1.05,1.605,1.58667,1.611,1.67,1.64767,1.69,,,,,,,0.73333,0.68333,0.92,1.535,1.53667,1.74567,1.84,1.70633,1.84,,,,,,,75600000,74066670,74066670,80850000,81578670,81528330,84750000,76100000,78666670,,,,,,,77566670,74333330,75066670,82350000,84527330,88617670,93600000,85850000,90880000,,,,,,
PCSB,PCSB.OQ,PCSB Financial Corp,United States of America,Thrifts & Mortgage Finance,Thrifts & Mortgage Finance,NASDAQ CAPITAL MARKET,Ordinary Shares,PCSB,0.375,0.43,0.59,0.605,0.575,0.525,0.52,0.455,0.53,0.415,0.41,0.315,0.275,0.28,0.22,0.47,0.12,0.54,0.55,0.57,0.575,0.58,0.53,0.72,0.51,0.5,0.25,0.18,0.27,0.15,45413000,46472000,47104000,46977000,45782000,42849000,43306000,43006000,44990000,40626000,41294000,38500000,38500000,36817500,34907000,45791000,44121000,47821000,48216000,,45782000,47039000,46510000,50665000,44990000,45894000,39777000,39777000,40949500,36613000
PDLB,PDLB.OQ,PDL Community Bancorp,United States of America,Thrifts & Mortgage Finance,Thrifts & Mortgage Finance,NASDAQ/NMS (GLOBAL MARKET),Ordinary Shares,PDLB,-0.05,-0.06,0.25,0.17,0.19,0.17,0.16,0.14,0.17,0.18,-0.03,-0.03,0.23,,,0.07,0.06,0.36,0.25,0.26,0.27,0.27,0.15,0.15,0.17,0.32,0.32,0.34,,,39878000,40047000,,37741000,37741000,39054000,40430000,36528000,36528000,35519000,32596000,32596000,,,,38381000,40190000,,39421000,39421000,42323000,43816000,39296000,39296000,37880000,36833000,36833000,,,
PEBK,PEBK.OQ,Peoples Bancorp of North Carolina Inc,United States of America,Banks,Regional Banks,NASDAQ/NMS (GLOBAL MARKET),Ordinary Shares,PEBK,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
PEBO,PEBO.OQ,Peoples Bancorp Inc,United States of America,Banks,Regional Banks,NASDAQ/NGS (GLOBAL SELECT MARKET),Ordinary Shares,PEBO,1.35143,1.27143,2.22333,2.6096,2.6134,2.8625,2.85667,2.37333,2.555,2.585,2.565,2.10833,2.03,1.92333,1.86333,1.88,1.94286,2.35667,2.75217,2.88583,3.05167,3.085,2.89,2.84333,2.845,2.82333,2.21167,2.18833,2.115,2.05167,205192000,212786400,202991800,205014000,205056400,207746200,208499600,186290200,185902600,186313800,184761400,167254800,166984500,165167800,164103200,198719400,207695600,204724800,208882000,214233000,220236000,222894400,209285000,198189200,199067400,197779000,184933600,174742600,174213200,173459000
PFBC,PFBC.OQ,Preferred Bank,United States of America,Banks,Regional Banks,NASDAQ/NGS (GLOBAL SELECT MARKET),Ordinary Shares,PFBC,4.26,4.28783,4.395,5.103,5.145,5.1276,5.1525,4.64667,4.63667,4.60667,4.53333,3.33,3.20667,3.07333,2.99,4.04517,4.1255,4.68167,5.06833,5.28333,5.3354,5.48,5.11,5.14833,5.19,5.185,3.76167,3.71167,3.555,3.4,172552250,170327670,157792000,166255330,167210670,169199400,171537830,153254000,153867170,156696330,154810000,131085800,130697500,126240330,126186000,177368000,180245000,168025830,170560170,174489330,179237200,183764500,171211000,174674500,177752330,176375330,153058400,154770830,144888830,141836000
PFBI,PFBI.OQ,Premier Financial Bancorp Inc,United States of America,Banks,Regional Banks,NASDAQ/NMS (GLOBAL MARKET),Ordinary Shares,PFBI,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
PFHD,PFHD.OQ,Professional Holding Corp,United States of America,Banks,Regional Banks,NASDAQ/NGS (GLOBAL SELECT MARKET),Ordinary Shares,PFHD,0.5475,0.505,0.55333,,,,,,,,,,,,,0.868,0.884,0.96667,,,,,,,,,,,,,61139000,57588330,54778000,,,,,,,,,,,,,68801250,69395330,70815670,,,,,,,,,,,,
PFIS,PFIS.OQ,Peoples Financial Services Corp,United States of America,Banks,Regional Banks,NASDAQ/NGS (GLOBAL SELECT MARKET),Ordinary Shares,PFIS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
PFS,PFS.N,Provident Financial Services Inc,United States of America,Thrifts & Mortgage Finance,Thrifts & Mortgage Finance,"NEW YORK STOCK EXCHANGE, INC.",Ordinary Shares,PFS,0.9275,1.01333,1.472,1.774,1.755,1.905,1.91133,1.76286,1.64857,1.82714,1.83743,1.54714,1.49143,1.47167,1.46167,1.188,1.375,1.6,1.652,1.7375,1.93,1.96667,1.83,1.75714,1.95071,1.94571,1.66571,1.62714,1.625,1.61667,314515400,318271750,299379600,297928800,301027000,314452000,323478330,299033860,298438000,300588430,315805720,276805570,276894860,283825330,294314170,343931600,352642500,331652000,291111400,306622250,326340830,337717830,311336430,316595860,318637140,334695000,293085430,294608860,303876330,314404500
PGC,PGC.OQ,Peapack-Gladstone Financial Corp,United States of America,Banks,Regional Banks,NASDAQ/NGS (GLOBAL SELECT MARKET),Ordinary Shares,PGC,1.518,1.49167,2.115,2.426,2.3976,2.4075,2.3875,2.33333,2.41667,2.39,2.43667,1.94,1.84,1.815,1.76,1.9456,1.96333,2.23,2.57667,2.626,2.6375,2.67,2.5325,2.61733,2.70667,2.7,2.34,2.18333,2.26,2.2,189233000,189158200,183624000,175264670,173077750,174684000,175218330,159886670,163513000,164055000,166625330,145440000,142140670,140297000,135300000,194529750,192779600,193928600,186336400,189933250,191085250,190793750,172907330,184270000,185017000,185719330,167824000,163111000,162620500,151900000
PKBK,PKBK.OQ,Parke Bancorp Inc,United States of America,Banks,Regional Banks,NASDAQ CAPITAL MARKET,Ordinary Shares,PKBK,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
PLBC,PLBC.OQ,Plumas Bancorp,United States of America,Banks,Regional Banks,NASDAQ CAPITAL MARKET,Ordinary Shares,PLBC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
PMBC,PMBC.OQ,Pacific Mercantile Bancorp,United States of America,Banks,Regional Banks,NASDAQ/NGS (GLOBAL SELECT MARKET),Ordinary Shares,PMBC,0.1915,0.105,0.245,0.32,0.41,0.46,0.5345,0.6865,0.665,0.58,0.65,0.48,0.49,0.53,0.28,0.245,0.265,0.24,0.55,0.535,0.653,0.635,0.545,0.55,0.57,0.615,0.685,0.665,0.695,0.475,58821000,56052500,53651000,55400000,55144500,55992000,55921500,52948500,53948000,53625000,54759500,48300000,48438000,48817000,44211500,54157000,55241000,54115000,57500000,57895500,60481000,60808500,56749000,59308500,60269000,62709000,56300000,56742000,57427500,51270500
PNBK,PNBK.OQ,Patriot National Bancorp Inc,United States of America,Banks,Regional Banks,NASDAQ/NMS (GLOBAL MARKET),Ordinary Shares,PNBK,,,,,,,1.37,1.43,1.97,2.65,2.62,,,,,,,,,,,1.43,1.42,3.29,2.94,2.91,,,,,,,,,,,33000000,29500000,34700000,32000000,40800000,,,,,,,,,,,35400000,31200000,51600000,37300000,54700000,,,,
PNC,PNC.N,PNC Financial Services Group Inc,United States of America,Banks,Regional Banks,"NEW YORK STOCK EXCHANGE, INC.",Ordinary Shares,PNC,13.86288,5.52847,10.44838,11.342,11.22344,11.34044,11.33546,10.77029,10.7215,10.52618,10.53093,8.42588,8.40559,8.23604,7.96197,7.23361,7.71629,11.13443,11.82354,11.84256,12.12362,12.07512,11.52152,11.64279,11.56607,11.63293,9.4575,9.26813,9.13303,8.92236,16407487830,16738021070,17667694940,17710207750,17590435190,17704005360,17665457960,17246316680,17251876230,17114881190,17225175360,16302878140,16250606650,16088525180,15898475610,16113075210,16531279400,17972320350,17856498200,17843468570,18173784820,18222908230,17919315910,18103966910,17985657000,18057090050,17141986730,17072311700,16947820270,16817916920
PNFP,PNFP.OQ,Pinnacle Financial Partners Inc,United States of America,Banks,Regional Banks,NASDAQ/NGS (GLOBAL SELECT MARKET),Ordinary Shares,PNFP,3.41375,3.6208,4.8764,5.34375,5.2665,5.09188,5.09444,4.71511,4.7002,4.7172,4.69636,3.383,3.47,3.37667,3.31571,3.94811,4.2201,4.98,5.4215,5.38691,5.39978,5.4482,5.0703,5.1492,5.1654,5.16627,4.356,4.31889,4.17333,4.17444,1115979830,1112690130,1086993110,1054530780,1044335600,1021207110,1034183000,942003220,934635780,929613000,929352890,703889250,700356140,671956710,648050670,1121431250,1144251780,1161303110,1120379330,1111864200,1106969440,1120056440,1025885780,1030077220,1022947890,1022321220,948367380,937516000,914143000,913021830
PPBI,PPBI.OQ,Pacific Premier Bancorp Inc,United States of America,Banks,Regional Banks,NASDAQ/NGS (GLOBAL SELECT MARKET),Ordinary Shares,PPBI,0.06,0.894,1.956,2.54333,2.49286,2.56086,2.59857,2.463,2.56,2.54,2.63333,1.72,1.68286,1.82,1.8775,2.0136,2.23633,2.58283,2.41917,2.52714,2.73971,2.80571,2.71571,3.05429,3.15286,3.28714,2.43571,2.3625,2.42,2.41,564820000,591248010,549785000,453998670,445278430,458685430,472451290,389666430,390800000,404539140,403602000,243946430,238211000,235166290,234087620,644940000,670446010,662842670,449924340,457639000,483907000,500172290,480044860,488510570,510337710,510009430,344491860,347764000,287116570,285339880
PRK,PRK.A,Park National Corp,United States of America,Banks,Regional Banks,NYSE MKT LLC,Ordinary Shares,PRK,6.20333,5.53333,5.82,6.5875,6.29,6.93667,7.045,7.09,7.30333,7.41,6.91333,5.49,5.5,5.668,5.662,5.94333,5.66,5.59667,7.05,6.82333,7.705,7.92667,7.15333,7.56,7.27667,6.9225,6.616,6.252,6.276,6.164,429561500,413350000,396700000,393777500,389308000,394469000,401347000,355269500,355179500,357955000,343182500,323358000,321475000,320866670,321366670,422280500,412750000,390900000,404050000,403506000,413665000,420527000,398804000,398225000,369766500,357627500,340986000,340549330,337533330,334166670
PROV,PROV.OQ,Provident Financial Holdings Inc,United States of America,Thrifts & Mortgage Finance,Thrifts & Mortgage Finance,NASDAQ/NGS (GLOBAL SELECT MARKET),Ordinary Shares,PROV,1.135,0.955,1.18,1.57,1.53,0.47,0.88,0.9,1.05,0.86,0.78,0.94,0.895,0.695,0.72,,0.895,1.105,1.52,1.48,1.43,1.305,1.12,,1.05,1,1.04,1.01,0.885,0.9,39000000,41662000,43062000,44007000,42768000,51291000,49567000,55002000,62651000,59540000,59384000,62441000,65984000,66951000,69986000,,41171000,42868500,45667000,43784000,42929000,42830000,57586000,,62651000,61706000,66009000,69136500,67597000,74070000
